id,date,location,transaction_count,fraud_risk_score
summary_49,2023-04-03,Atlanta,1,-0.0827174594023718
summary_50,2023-04-05,Atlanta,1,-0.0827174594023718
summary_51,2023-04-10,Atlanta,1,-0.0827174594023718
summary_52,2023-04-12,Atlanta,1,-0.0827174594023718
summary_53,2023-04-25,Atlanta,1,-0.0827174594023718
summary_54,2023-05-01,Atlanta,2,-0.0413587297011859
summary_55,2023-05-03,Atlanta,1,-0.0827174594023718
summary_56,2023-05-04,Atlanta,1,1.9088441190521783
summary_57,2023-05-08,Atlanta,1,-0.0827174594023718
summary_58,2023-05-11,Atlanta,1,-0.0827174594023718
summary_59,2023-05-12,Atlanta,1,-0.0827174594023718
summary_60,2023-05-19,Atlanta,1,-0.0827174594023718
summary_61,2023-05-22,Atlanta,2,-0.0413587297011859
summary_62,2023-05-24,Atlanta,1,-0.0827174594023718
summary_63,2023-06-06,Atlanta,1,-0.0827174594023718
summary_64,2023-06-14,Atlanta,1,-0.0827174594023718
summary_65,2023-06-22,Atlanta,1,-0.0827174594023718
summary_66,2023-07-18,Atlanta,1,-0.0827174594023718
summary_67,2023-07-25,Atlanta,1,-0.0827174594023718
summary_68,2023-08-07,Atlanta,1,-0.0827174594023718
summary_69,2023-08-10,Atlanta,1,-0.0827174594023718
summary_70,2023-08-14,Atlanta,1,-0.0827174594023718
summary_71,2023-08-15,Atlanta,1,-0.0827174594023718
summary_72,2023-08-21,Atlanta,1,-0.0827174594023718
summary_73,2023-08-22,Atlanta,1,-0.0827174594023718
summary_74,2023-09-12,Atlanta,1,-0.0827174594023718
summary_75,2023-09-18,Atlanta,1,-0.0827174594023718
summary_76,2023-09-21,Atlanta,1,-0.0827174594023718
summary_77,2023-10-02,Atlanta,1,-0.0827174594023718
summary_78,2023-10-05,Atlanta,1,-0.0827174594023718
summary_79,2023-10-16,Atlanta,1,-0.0827174594023718
summary_80,2023-10-18,Atlanta,1,-0.0827174594023718
summary_81,2023-10-19,Atlanta,1,-0.0827174594023718
summary_82,2023-10-20,Atlanta,1,-0.0827174594023718
summary_83,2023-10-23,Atlanta,1,-0.0827174594023718
summary_84,2023-10-30,Atlanta,1,0.3172825405976282
summary_85,2023-11-01,Atlanta,1,-0.0827174594023718
summary_86,2023-11-03,Atlanta,1,-0.0827174594023718
summary_87,2023-11-14,Atlanta,1,-0.0827174594023718
summary_88,2023-11-28,Atlanta,1,-0.0827174594023718
summary_89,2023-11-30,Atlanta,1,-0.0827174594023718
summary_90,2023-12-01,Atlanta,1,-0.0827174594023718
summary_91,2023-12-13,Atlanta,1,-0.0827174594023718
summary_92,2023-12-18,Atlanta,1,-0.0827174594023718
summary_93,2023-12-25,Atlanta,2,-0.0413587297011859
summary_94,2023-01-02,Austin,1,-0.0827174594023718
summary_95,2023-01-03,Austin,1,-0.0827174594023718
summary_96,2023-01-09,Austin,1,-0.0827174594023718
summary_97,2023-01-20,Austin,1,-0.0827174594023718
summary_98,2023-01-31,Austin,1,-0.0827174594023718
summary_99,2023-02-09,Austin,1,-0.0827174594023718
summary_100,2023-02-20,Austin,1,-0.0827174594023718
summary_101,2023-02-23,Austin,2,1.2863489892685145
summary_102,2023-02-27,Austin,2,-0.0413587297011859
summary_103,2023-02-28,Austin,1,-0.0827174594023718
summary_104,2023-03-10,Austin,1,-0.0827174594023718
summary_105,2023-03-15,Austin,1,-0.0827174594023718
summary_106,2023-03-20,Austin,1,-0.0827174594023718
summary_107,2023-03-22,Austin,1,-0.0827174594023718
summary_108,2023-04-10,Austin,1,-0.0827174594023718
summary_109,2023-04-12,Austin,1,-0.0827174594023718
summary_110,2023-04-21,Austin,1,-0.0827174594023718
summary_111,2023-04-24,Austin,4,-0.0206793648505929
summary_112,2023-05-01,Austin,1,-0.0827174594023718
summary_113,2023-05-15,Austin,1,0.3172825405976282
summary_114,2023-05-23,Austin,1,-0.0827174594023718
summary_115,2023-05-29,Austin,1,-0.0827174594023718
summary_116,2023-06-09,Austin,1,-0.0827174594023718
summary_117,2023-06-12,Austin,1,-0.0827174594023718
summary_118,2023-06-14,Austin,1,-0.0827174594023718
summary_119,2023-06-15,Austin,1,-0.0827174594023718
summary_120,2023-06-19,Austin,1,-0.0827174594023718
summary_121,2023-06-21,Austin,1,0.3172825405976282
summary_122,2023-07-12,Austin,1,-0.0827174594023718
summary_123,2023-07-17,Austin,1,-0.0827174594023718
summary_124,2023-07-31,Austin,1,-0.0827174594023718
summary_125,2023-08-07,Austin,1,0.3172825405976282
summary_126,2023-08-11,Austin,1,-0.0827174594023718
summary_127,2023-08-14,Austin,1,-0.0827174594023718
summary_128,2023-08-29,Austin,1,-0.0827174594023718
summary_129,2023-09-04,Austin,1,-0.0827174594023718
summary_130,2023-09-08,Austin,1,-0.0827174594023718
summary_131,2023-09-12,Austin,1,-0.0827174594023718
summary_132,2023-09-13,Austin,1,0.3172825405976282
summary_133,2023-09-20,Austin,1,-0.0827174594023718
summary_134,2023-09-29,Austin,1,0.3172825405976282
summary_135,2023-10-09,Austin,1,-0.0827174594023718
summary_136,2023-10-16,Austin,1,0.3172825405976282
summary_137,2023-10-24,Austin,1,-0.0827174594023718
summary_138,2023-10-30,Austin,1,-0.0827174594023718
summary_139,2023-11-06,Austin,2,-0.0413587297011859
summary_140,2023-11-13,Austin,2,0.3586412702988141
summary_141,2023-11-20,Austin,1,-0.0827174594023718
summary_142,2023-11-27,Austin,1,-0.0827174594023718
summary_143,2023-11-28,Austin,1,-0.0827174594023718
summary_144,2023-12-27,Austin,1,-0.0827174594023718
summary_145,2024-01-01,Austin,1,-0.0827174594023718
summary_146,2023-01-23,Baltimore,1,-0.0827174594023718
summary_147,2023-01-30,Baltimore,1,-0.0827174594023718
summary_148,2023-02-06,Baltimore,1,-0.0827174594023718
summary_149,2023-02-14,Baltimore,2,0.1586412702988141
summary_150,2023-02-15,Baltimore,1,-0.0827174594023718
summary_151,2023-02-20,Baltimore,1,-0.0827174594023718
summary_152,2023-03-06,Baltimore,1,-0.0827174594023718
summary_153,2023-03-16,Baltimore,1,1.2449902595673283
summary_154,2023-03-20,Baltimore,1,-0.0827174594023718
summary_155,2023-03-24,Baltimore,1,-0.0827174594023718
summary_156,2023-04-03,Baltimore,1,-0.0827174594023718
summary_157,2023-04-14,Baltimore,1,-0.0827174594023718
summary_158,2023-04-17,Baltimore,1,-0.0827174594023718
summary_159,2023-05-01,Baltimore,1,-0.0827174594023718
summary_160,2023-05-15,Baltimore,1,-0.0827174594023718
summary_161,2023-05-22,Baltimore,1,-0.0827174594023718
summary_162,2023-05-23,Baltimore,1,-0.0827174594023718
summary_163,2023-05-29,Baltimore,1,-0.0827174594023718
summary_164,2023-05-31,Baltimore,1,-0.0827174594023718
summary_165,2023-06-09,Baltimore,1,-0.0827174594023718
summary_166,2023-06-14,Baltimore,1,-0.0827174594023718
summary_167,2023-06-26,Baltimore,1,-0.0827174594023718
summary_168,2023-07-11,Baltimore,1,-0.0827174594023718
summary_169,2023-07-13,Baltimore,1,-0.0827174594023718
summary_170,2023-07-28,Baltimore,1,-0.0827174594023718
summary_171,2023-08-11,Baltimore,2,-0.0413587297011859
summary_172,2023-08-14,Baltimore,1,-0.0827174594023718
summary_173,2023-08-28,Baltimore,1,-0.0827174594023718
summary_174,2023-08-29,Baltimore,1,-0.0827174594023718
summary_175,2023-09-05,Baltimore,2,-0.0413587297011859
summary_176,2023-09-08,Baltimore,1,-0.0827174594023718
summary_177,2023-09-13,Baltimore,1,-0.0827174594023718
summary_178,2023-09-20,Baltimore,1,-0.0827174594023718
summary_179,2023-10-03,Baltimore,1,-0.0827174594023718
summary_180,2023-10-09,Baltimore,1,-0.0827174594023718
summary_181,2023-10-10,Baltimore,1,-0.0827174594023718
summary_182,2023-10-16,Baltimore,1,-0.0827174594023718
summary_183,2023-10-30,Baltimore,2,0.1586412702988141
summary_184,2023-11-01,Baltimore,1,-0.0827174594023718
summary_185,2023-11-03,Baltimore,1,-0.0827174594023718
summary_186,2023-11-06,Baltimore,1,-0.0827174594023718
summary_187,2023-11-28,Baltimore,1,0.3172825405976282
summary_188,2023-12-04,Baltimore,1,-0.0827174594023718
summary_189,2023-12-13,Baltimore,1,-0.0827174594023718
summary_190,2023-12-18,Baltimore,1,-0.0827174594023718
summary_191,2023-12-26,Baltimore,2,-0.0413587297011859
summary_192,2023-01-04,Boston,1,-0.0827174594023718
summary_193,2023-01-09,Boston,2,-0.0413587297011859
summary_194,2023-01-16,Boston,2,-0.0413587297011859
summary_195,2023-01-23,Boston,1,-0.0827174594023718
summary_196,2023-01-26,Boston,1,-0.0827174594023718
summary_197,2023-01-31,Boston,1,-0.0827174594023718
summary_198,2023-02-03,Boston,2,-0.0413587297011859
summary_199,2023-02-06,Boston,1,-0.0827174594023718
summary_200,2023-02-13,Boston,1,-0.0827174594023718
summary_201,2023-02-16,Boston,1,-0.0827174594023718
summary_202,2023-02-20,Boston,1,-0.0827174594023718
summary_203,2023-03-03,Boston,1,-0.0827174594023718
summary_204,2023-03-08,Boston,1,-0.0827174594023718
summary_205,2023-03-10,Boston,1,-0.0827174594023718
summary_206,2023-03-21,Boston,1,-0.0827174594023718
summary_207,2023-03-27,Boston,2,0.1586412702988141
summary_208,2023-03-30,Boston,1,-0.0827174594023718
summary_209,2023-04-03,Boston,1,-0.0827174594023718
summary_210,2023-04-10,Boston,1,-0.0827174594023718
summary_211,2023-04-17,Boston,1,-0.0827174594023718
summary_212,2023-05-15,Boston,1,-0.0827174594023718
summary_213,2023-05-19,Boston,1,-0.0827174594023718
summary_214,2023-05-22,Boston,2,0.1586412702988141
summary_215,2023-06-05,Boston,1,-0.0827174594023718
summary_216,2023-06-08,Boston,1,-0.0827174594023718
summary_217,2023-06-14,Boston,1,-0.0827174594023718
summary_218,2023-07-03,Boston,1,-0.0827174594023718
summary_219,2023-07-04,Boston,1,-0.0827174594023718
summary_220,2023-07-07,Boston,1,-0.0827174594023718
summary_221,2023-07-10,Boston,2,-0.0413587297011859
summary_222,2023-07-21,Boston,1,-0.0827174594023718
summary_223,2023-08-04,Boston,1,-0.0827174594023718
summary_224,2023-08-11,Boston,1,-0.0827174594023718
summary_225,2023-08-14,Boston,1,-0.0827174594023718
summary_226,2023-08-18,Boston,1,-0.0827174594023718
summary_227,2023-08-22,Boston,1,-0.0827174594023718
summary_228,2023-08-25,Boston,2,-0.0413587297011859
summary_229,2023-09-11,Boston,1,-0.0827174594023718
summary_230,2023-09-18,Boston,1,-0.0827174594023718
summary_231,2023-09-27,Boston,1,-0.0827174594023718
summary_232,2023-10-06,Boston,1,-0.0827174594023718
summary_233,2023-10-16,Boston,2,-0.0413587297011859
summary_234,2023-10-17,Boston,2,0.6224951297836642
summary_235,2023-10-23,Boston,1,-0.0827174594023718
summary_236,2023-10-27,Boston,1,-0.0827174594023718
summary_237,2023-11-06,Boston,2,0.1586412702988141
summary_238,2023-11-29,Boston,1,-0.0827174594023718
summary_239,2023-12-08,Boston,1,-0.0827174594023718
summary_240,2023-12-11,Boston,1,-0.0827174594023718
summary_241,2023-12-18,Boston,1,-0.0827174594023718
summary_242,2024-01-01,Boston,1,-0.0827174594023718
summary_243,2023-01-02,Charlotte,2,-0.0413587297011859
summary_244,2023-01-05,Charlotte,1,-0.0827174594023718
summary_245,2023-01-09,Charlotte,1,-0.0827174594023718
summary_246,2023-01-10,Charlotte,1,-0.0827174594023718
summary_247,2023-01-17,Charlotte,2,0.1586412702988141
summary_248,2023-01-30,Charlotte,1,-0.0827174594023718
summary_249,2023-02-01,Charlotte,1,-0.0827174594023718
summary_250,2023-02-09,Charlotte,1,-0.0827174594023718
summary_251,2023-02-13,Charlotte,1,-0.0827174594023718
summary_252,2023-02-20,Charlotte,1,-0.0827174594023718
summary_253,2023-02-22,Charlotte,1,-0.0827174594023718
summary_254,2023-02-24,Charlotte,2,-0.0413587297011859
summary_255,2023-03-07,Charlotte,1,-0.0827174594023718
summary_256,2023-03-10,Charlotte,1,-0.0827174594023718
summary_257,2023-03-15,Charlotte,1,-0.0827174594023718
summary_258,2023-04-06,Charlotte,1,-0.0827174594023718
summary_259,2023-04-07,Charlotte,1,-0.0827174594023718
summary_260,2023-04-17,Charlotte,1,1.9088441190521783
summary_261,2023-04-20,Charlotte,2,-0.0413587297011859
summary_262,2023-04-25,Charlotte,1,-0.0827174594023718
summary_263,2023-04-27,Charlotte,1,-0.0827174594023718
summary_264,2023-05-05,Charlotte,1,-0.0827174594023718
summary_265,2023-05-15,Charlotte,1,-0.0827174594023718
summary_266,2023-05-19,Charlotte,1,-0.0827174594023718
summary_267,2023-06-01,Charlotte,1,-0.0827174594023718
summary_268,2023-06-05,Charlotte,1,-0.0827174594023718
summary_269,2023-06-13,Charlotte,1,-0.0827174594023718
summary_270,2023-06-14,Charlotte,1,-0.0827174594023718
summary_271,2023-06-16,Charlotte,1,-0.0827174594023718
summary_272,2023-06-19,Charlotte,1,-0.0827174594023718
summary_273,2023-06-26,Charlotte,1,-0.0827174594023718
summary_274,2023-07-03,Charlotte,1,-0.0827174594023718
summary_275,2023-07-25,Charlotte,2,-0.0413587297011859
summary_276,2023-08-01,Charlotte,1,-0.0827174594023718
summary_277,2023-08-07,Charlotte,3,-0.0275724864674572
summary_278,2023-08-09,Charlotte,1,-0.0827174594023718
summary_279,2023-08-10,Charlotte,1,-0.0827174594023718
summary_280,2023-08-11,Charlotte,1,-0.0827174594023718
summary_281,2023-08-14,Charlotte,1,1.9088441190521783
summary_282,2023-08-15,Charlotte,1,-0.0827174594023718
summary_283,2023-08-17,Charlotte,1,-0.0827174594023718
summary_284,2023-09-01,Charlotte,1,-0.0827174594023718
summary_285,2023-09-07,Charlotte,1,-0.0827174594023718
summary_286,2023-09-19,Charlotte,1,-0.0827174594023718
summary_287,2023-09-21,Charlotte,1,-0.0827174594023718
summary_288,2023-09-25,Charlotte,1,-0.0827174594023718
summary_289,2023-09-28,Charlotte,1,-0.0827174594023718
summary_290,2023-10-16,Charlotte,1,-0.0827174594023718
summary_291,2023-10-19,Charlotte,1,-0.0827174594023718
summary_292,2023-10-30,Charlotte,1,-0.0827174594023718
summary_293,2023-10-31,Charlotte,1,-0.0827174594023718
summary_294,2023-11-02,Charlotte,1,-0.0827174594023718
summary_295,2023-11-10,Charlotte,1,-0.0827174594023718
summary_296,2023-11-20,Charlotte,1,-0.0827174594023718
summary_297,2023-11-30,Charlotte,1,-0.0827174594023718
summary_298,2023-12-04,Charlotte,2,1.2863489892685145
summary_299,2023-12-11,Charlotte,2,0.1586412702988141
summary_300,2023-12-18,Charlotte,1,-0.0827174594023718
summary_301,2023-12-21,Charlotte,1,-0.0827174594023718
summary_302,2023-01-12,Chicago,1,-0.0827174594023718
summary_303,2023-01-13,Chicago,1,-0.0827174594023718
summary_304,2023-01-20,Chicago,1,-0.0827174594023718
summary_305,2023-01-30,Chicago,1,-0.0827174594023718
summary_306,2023-02-02,Chicago,1,0.5811364000824784
summary_307,2023-02-03,Chicago,1,-0.0827174594023718
summary_308,2023-02-15,Chicago,1,-0.0827174594023718
summary_309,2023-03-01,Chicago,1,-0.0827174594023718
summary_310,2023-03-07,Chicago,1,-0.0827174594023718
summary_311,2023-03-16,Chicago,2,-0.0413587297011859
summary_312,2023-03-22,Chicago,1,-0.0827174594023718
summary_313,2023-04-25,Chicago,1,-0.0827174594023718
summary_314,2023-05-02,Chicago,2,0.2905682000412392
summary_315,2023-05-10,Chicago,1,-0.0827174594023718
summary_316,2023-05-15,Chicago,3,-0.0275724864674572
summary_317,2023-05-22,Chicago,1,-0.0827174594023718
summary_318,2023-05-29,Chicago,1,-0.0827174594023718
summary_319,2023-06-05,Chicago,1,-0.0827174594023718
summary_320,2023-06-12,Chicago,2,0.2905682000412392
summary_321,2023-06-13,Chicago,1,-0.0827174594023718
summary_322,2023-06-26,Chicago,1,-0.0827174594023718
summary_323,2023-06-29,Chicago,1,-0.0827174594023718
summary_324,2023-07-07,Chicago,1,-0.0827174594023718
summary_325,2023-07-14,Chicago,1,-0.0827174594023718
summary_326,2023-07-17,Chicago,1,-0.0827174594023718
summary_327,2023-07-21,Chicago,1,-0.0827174594023718
summary_328,2023-07-25,Chicago,1,-0.0827174594023718
summary_329,2023-07-26,Chicago,1,-0.0827174594023718
summary_330,2023-08-09,Chicago,1,-0.0827174594023718
summary_331,2023-08-10,Chicago,2,-0.0413587297011859
summary_332,2023-08-14,Chicago,1,-0.0827174594023718
summary_333,2023-08-23,Chicago,1,-0.0827174594023718
summary_334,2023-08-25,Chicago,1,-0.0827174594023718
summary_335,2023-08-28,Chicago,1,-0.0827174594023718
summary_336,2023-09-01,Chicago,1,-0.0827174594023718
summary_337,2023-09-05,Chicago,1,-0.0827174594023718
summary_338,2023-09-08,Chicago,1,-0.0827174594023718
summary_339,2023-09-12,Chicago,1,-0.0827174594023718
summary_340,2023-09-25,Chicago,1,-0.0827174594023718
summary_341,2023-10-04,Chicago,1,-0.0827174594023718
summary_342,2023-10-09,Chicago,1,-0.0827174594023718
summary_343,2023-10-10,Chicago,1,-0.0827174594023718
summary_344,2023-10-13,Chicago,1,-0.0827174594023718
summary_345,2023-10-19,Chicago,1,2.5726979785370285
summary_346,2023-10-23,Chicago,1,-0.0827174594023718
summary_347,2023-10-25,Chicago,1,-0.0827174594023718
summary_348,2023-11-06,Chicago,1,-0.0827174594023718
summary_349,2023-11-13,Chicago,1,-0.0827174594023718
summary_350,2023-11-15,Chicago,1,-0.0827174594023718
summary_351,2023-11-29,Chicago,1,-0.0827174594023718
summary_352,2023-11-30,Chicago,1,-0.0827174594023718
summary_353,2023-12-13,Chicago,1,-0.0827174594023718
summary_354,2023-12-14,Chicago,1,-0.0827174594023718
summary_355,2023-12-27,Chicago,1,-0.0827174594023718
summary_356,2023-01-12,Colorado Springs,1,-0.0827174594023718
summary_357,2023-01-23,Colorado Springs,1,-0.0827174594023718
summary_358,2023-01-26,Colorado Springs,1,-0.0827174594023718
summary_359,2023-02-07,Colorado Springs,1,1.2449902595673283
summary_360,2023-02-13,Colorado Springs,1,-0.0827174594023718
summary_361,2023-02-24,Colorado Springs,1,-0.0827174594023718
summary_362,2023-02-27,Colorado Springs,1,-0.0827174594023718
summary_363,2023-03-02,Colorado Springs,1,-0.0827174594023718
summary_364,2023-03-13,Colorado Springs,1,-0.0827174594023718
summary_365,2023-03-20,Colorado Springs,2,-0.0413587297011859
summary_366,2023-03-27,Colorado Springs,1,0.3172825405976282
summary_367,2023-03-28,Colorado Springs,1,-0.0827174594023718
summary_368,2023-04-03,Colorado Springs,1,-0.0827174594023718
summary_369,2023-04-26,Colorado Springs,1,-0.0827174594023718
summary_370,2023-05-31,Colorado Springs,1,-0.0827174594023718
summary_371,2023-06-07,Colorado Springs,1,0.3172825405976282
summary_372,2023-06-14,Colorado Springs,1,-0.0827174594023718
summary_373,2023-06-16,Colorado Springs,1,-0.0827174594023718
summary_374,2023-06-27,Colorado Springs,1,-0.0827174594023718
summary_375,2023-06-30,Colorado Springs,1,-0.0827174594023718
summary_376,2023-07-17,Colorado Springs,1,-0.0827174594023718
summary_377,2023-07-24,Colorado Springs,1,-0.0827174594023718
summary_378,2023-07-27,Colorado Springs,1,-0.0827174594023718
summary_379,2023-07-31,Colorado Springs,2,-0.0413587297011859
summary_380,2023-08-01,Colorado Springs,1,-0.0827174594023718
summary_381,2023-08-04,Colorado Springs,1,-0.0827174594023718
summary_382,2023-08-09,Colorado Springs,1,0.3172825405976282
summary_383,2023-08-10,Colorado Springs,1,-0.0827174594023718
summary_384,2023-08-21,Colorado Springs,2,0.1586412702988141
summary_385,2023-08-28,Colorado Springs,1,-0.0827174594023718
summary_386,2023-09-04,Colorado Springs,1,-0.0827174594023718
summary_387,2023-09-18,Colorado Springs,2,-0.0413587297011859
summary_388,2023-09-21,Colorado Springs,1,-0.0827174594023718
summary_389,2023-09-25,Colorado Springs,1,-0.0827174594023718
summary_390,2023-10-02,Colorado Springs,1,-0.0827174594023718
summary_391,2023-10-04,Colorado Springs,1,-0.0827174594023718
summary_392,2023-10-10,Colorado Springs,1,-0.0827174594023718
summary_393,2023-10-17,Colorado Springs,1,-0.0827174594023718
summary_394,2023-10-23,Colorado Springs,1,-0.0827174594023718
summary_395,2023-10-30,Colorado Springs,2,-0.0413587297011859
summary_396,2023-10-31,Colorado Springs,1,-0.0827174594023718
summary_397,2023-11-01,Colorado Springs,1,1.2449902595673283
summary_398,2023-11-09,Colorado Springs,2,0.9544220595260892
summary_399,2023-11-16,Colorado Springs,1,1.9088441190521783
summary_400,2023-11-17,Colorado Springs,1,-0.0827174594023718
summary_401,2023-11-20,Colorado Springs,1,-0.0827174594023718
summary_402,2023-11-24,Colorado Springs,2,-0.0413587297011859
summary_403,2023-11-30,Colorado Springs,1,-0.0827174594023718
summary_404,2023-12-06,Colorado Springs,1,-0.0827174594023718
summary_405,2023-12-11,Colorado Springs,1,-0.0827174594023718
summary_406,2023-12-13,Colorado Springs,1,-0.0827174594023718
summary_407,2023-12-19,Colorado Springs,1,-0.0827174594023718
summary_408,2023-12-25,Colorado Springs,1,-0.0827174594023718
summary_409,2023-01-02,Columbus,1,-0.0827174594023718
summary_410,2023-01-04,Columbus,1,-0.0827174594023718
summary_411,2023-01-09,Columbus,1,-0.0827174594023718
summary_412,2023-01-17,Columbus,1,-0.0827174594023718
summary_413,2023-01-19,Columbus,2,-0.0413587297011859
summary_414,2023-01-23,Columbus,1,0.3172825405976282
summary_415,2023-02-06,Columbus,1,-0.0827174594023718
summary_416,2023-02-13,Columbus,2,-0.0413587297011859
summary_417,2023-02-28,Columbus,1,0.9811364000824784
summary_418,2023-03-21,Columbus,1,-0.0827174594023718
summary_419,2023-04-06,Columbus,1,0.3172825405976282
summary_420,2023-04-18,Columbus,1,-0.0827174594023718
summary_421,2023-05-24,Columbus,1,-0.0827174594023718
summary_422,2023-06-08,Columbus,1,-0.0827174594023718
summary_423,2023-06-15,Columbus,1,-0.0827174594023718
summary_424,2023-06-16,Columbus,2,-0.0413587297011859
summary_425,2023-06-20,Columbus,1,-0.0827174594023718
summary_426,2023-06-27,Columbus,1,-0.0827174594023718
summary_427,2023-07-04,Columbus,1,-0.0827174594023718
summary_428,2023-07-10,Columbus,2,-0.0413587297011859
summary_429,2023-07-25,Columbus,1,-0.0827174594023718
summary_430,2023-07-27,Columbus,1,-0.0827174594023718
summary_431,2023-08-02,Columbus,1,0.3172825405976282
summary_432,2023-08-07,Columbus,2,-0.0413587297011859
summary_433,2023-08-17,Columbus,1,-0.0827174594023718
summary_434,2023-09-01,Columbus,1,-0.0827174594023718
summary_435,2023-09-11,Columbus,2,-0.0413587297011859
summary_436,2023-09-15,Columbus,1,0.3172825405976282
summary_437,2023-09-20,Columbus,1,-0.0827174594023718
summary_438,2023-09-22,Columbus,1,-0.0827174594023718
summary_439,2023-10-11,Columbus,2,-0.0413587297011859
summary_440,2023-10-16,Columbus,2,-0.0413587297011859
summary_441,2023-10-19,Columbus,1,1.2449902595673283
summary_442,2023-11-03,Columbus,1,-0.0827174594023718
summary_443,2023-11-14,Columbus,1,-0.0827174594023718
summary_444,2023-11-20,Columbus,2,-0.0413587297011859
summary_445,2023-11-22,Columbus,1,0.3172825405976282
summary_446,2023-11-27,Columbus,1,-0.0827174594023718
summary_447,2023-12-14,Columbus,3,0.857565992845676
summary_448,2023-12-19,Columbus,1,-0.0827174594023718
summary_449,2023-12-22,Columbus,1,-0.0827174594023718
summary_450,2023-12-29,Columbus,1,-0.0827174594023718
summary_451,2024-01-01,Columbus,1,-0.0827174594023718
summary_452,2023-01-04,Dallas,1,-0.0827174594023718
summary_453,2023-01-05,Dallas,1,-0.0827174594023718
summary_454,2023-01-06,Dallas,1,-0.0827174594023718
summary_455,2023-01-13,Dallas,1,-0.0827174594023718
summary_456,2023-01-16,Dallas,1,-0.0827174594023718
summary_457,2023-01-23,Dallas,2,-0.0413587297011859
summary_458,2023-02-06,Dallas,1,-0.0827174594023718
summary_459,2023-02-08,Dallas,1,-0.0827174594023718
summary_460,2023-02-09,Dallas,1,-0.0827174594023718
summary_461,2023-02-17,Dallas,1,-0.0827174594023718
summary_462,2023-03-01,Dallas,1,-0.0827174594023718
summary_463,2023-03-03,Dallas,1,-0.0827174594023718
summary_464,2023-03-13,Dallas,1,-0.0827174594023718
summary_465,2023-03-27,Dallas,1,-0.0827174594023718
summary_466,2023-04-04,Dallas,1,-0.0827174594023718
summary_467,2023-04-19,Dallas,1,-0.0827174594023718
summary_468,2023-04-20,Dallas,1,-0.0827174594023718
summary_469,2023-04-25,Dallas,2,0.2905682000412392
summary_470,2023-05-08,Dallas,1,-0.0827174594023718
summary_471,2023-05-09,Dallas,1,-0.0827174594023718
summary_472,2023-05-15,Dallas,1,2.5726979785370285
