id,date,location,type,amount,channel
TX000054,2023-09-07 16:51:27,San Diego,Debit,-0.4388454544568306,Branch
TX000055,2023-03-29 17:47:16,Omaha,Debit,-0.6610881355989335,ATM
TX000056,2023-08-04 17:53:40,Mesa,Debit,0.066313838504524,Branch
TX000057,2023-12-14 17:52:37,Columbus,Credit,-0.8121391578211521,Branch
TX000058,2023-03-03 17:37:41,Dallas,Credit,-0.0172455725183815,Branch
TX000059,2023-06-09 16:18:15,Indianapolis,Debit,0.3046585791713361,Branch
TX000060,2023-10-02 16:35:22,Kansas City,Debit,-0.6355989179683301,Branch
TX000061,2023-10-06 18:44:37,Indianapolis,Debit,0.9281851394898614,ATM
TX000062,2023-05-16 16:07:30,Dallas,Debit,-0.1151255386079434,Branch
TX000063,2023-11-07 16:48:23,Las Vegas,Debit,0.1783088014540437,Online
TX000064,2023-05-30 17:43:25,Philadelphia,Credit,1.0408310367605926,Branch
TX000065,2023-11-02 16:01:40,Charlotte,Debit,-0.9997795408356884,Online
TX000066,2023-03-29 17:00:31,Nashville,Credit,-0.3297968258033214,Branch
TX000067,2023-04-25 16:11:24,Indianapolis,Debit,0.0028306123358303,Branch
TX000068,2023-04-18 18:40:47,Albuquerque,Debit,0.765588597991415,Branch
TX000069,2023-02-09 16:34:53,Austin,Credit,-0.6177496136866844,Online
TX000070,2023-11-13 16:42:28,Indianapolis,Credit,-0.3716279208664489,Branch
TX000071,2023-07-18 16:12:00,Atlanta,Debit,-0.5620090799702975,ATM
TX000072,2023-01-13 17:00:16,Dallas,Debit,-0.5289142086918527,Online
TX000073,2023-07-04 18:20:33,Boston,Debit,-0.9346861087145238,ATM
TX000074,2023-10-20 16:54:28,Jacksonville,Credit,-0.2181444598649658,Online
TX000075,2023-10-04 16:36:29,Indianapolis,Debit,3.134475631685065,Branch
TX000076,2023-12-28 17:31:03,Omaha,Debit,-0.2243112060659182,ATM
TX000077,2023-06-12 17:53:52,Kansas City,Debit,-0.4623818691237991,Online
TX000078,2023-03-13 16:32:12,Milwaukee,Debit,-0.7059683440614207,Branch
TX000079,2023-12-18 18:46:27,Miami,Debit,-0.6074374436506471,Branch
TX000080,2023-07-17 18:54:31,Seattle,Debit,-0.4225720964265394,Online
TX000081,2023-06-19 18:22:10,Denver,Debit,-0.3901624191704226,ATM
TX000082,2023-10-23 17:13:57,Phoenix,Credit,0.1637484284795727,Online
TX000083,2023-01-23 16:32:48,Detroit,Debit,2.1410813381138585,ATM
TX000084,2023-11-06 16:34:10,Denver,Debit,-0.1291034966634356,Online
TX000085,2023-07-03 16:40:24,San Diego,Debit,-0.4895155524079898,Online
TX000086,2023-09-29 17:22:10,Austin,Credit,3.571903495539292,Online
TX000087,2023-10-20 17:27:35,Mesa,Debit,-0.9354055624379682,Branch
TX000088,2023-08-28 17:03:53,Washington,Debit,0.9266434529396236,ATM
TX000089,2023-06-22 18:37:29,San Diego,Credit,-0.98662381560699,Online
TX000090,2023-11-20 16:28:09,Kansas City,Debit,0.3267218266902993,Online
TX000091,2023-09-14 16:49:33,Milwaukee,Credit,1.4366333637583906,Online
TX000092,2023-10-02 16:36:10,Kansas City,Debit,-0.2526439788891831,ATM
TX000093,2023-03-27 18:16:04,Houston,Debit,-0.229313122428913,Branch
TX000094,2023-12-21 16:37:03,Los Angeles,Debit,0.495142517378534,Online
TX000095,2023-03-02 16:05:09,San Antonio,Debit,1.1873597784354462,ATM
TX000096,2023-06-26 16:16:50,Mesa,Credit,0.723175088009309,Branch
TX000097,2023-04-18 17:27:23,San Francisco,Credit,1.922093328577814,Branch
TX000098,2023-07-17 17:08:24,Louisville,Debit,-0.932664786348656,ATM
TX000099,2023-09-01 17:26:02,Charlotte,Debit,-0.5138056804995192,Branch
TX000100,2023-09-11 16:19:04,San Antonio,Debit,-0.6254923061389914,Branch
TX000101,2023-01-24 17:23:56,Fort Worth,Debit,0.2938667733196694,Branch
TX000102,2023-08-11 16:18:46,El Paso,Credit,-0.6819522935788226,Online
TX000103,2023-10-16 18:35:11,Fort Worth,Credit,-0.7343696362869184,Branch
TX000104,2023-02-24 16:29:23,Virginia Beach,Debit,-0.3475090912805015,Branch
TX000105,2023-01-02 16:36:02,Las Vegas,Debit,-0.5743768320733188,ATM
TX000106,2023-11-30 16:31:03,Colorado Springs,Debit,0.0318828388825395,Online
TX000107,2023-11-01 16:52:01,Seattle,Debit,-0.6256293449434569,Online
TX000108,2023-03-06 16:47:02,Sacramento,Debit,1.572507338386043,Branch
TX000109,2023-11-27 18:32:49,Los Angeles,Debit,0.7063193150600389,Online
TX000110,2023-07-31 16:37:46,San Antonio,Debit,-0.529530883311948,ATM
TX000111,2023-11-22 16:13:39,Columbus,Debit,2.561345091708768,ATM
TX000112,2023-03-21 16:29:31,New York,Debit,-0.1783346871677061,ATM
TX000113,2023-04-20 18:26:50,Dallas,Credit,-0.1480833710819226,Online
TX000114,2023-03-01 17:52:14,Dallas,Credit,-0.2872120173156332,ATM
TX000115,2023-02-10 16:52:48,Fresno,Debit,0.1036911724225192,Online
TX000116,2023-07-21 16:43:11,San Diego,Debit,-1.010982463100752,Online
TX000117,2023-10-09 17:02:43,Austin,Credit,0.008517722721153,Online
TX000118,2024-01-01 16:34:10,Oklahoma City,Credit,-0.8243356114185914,ATM
TX000119,2023-07-07 16:11:38,Boston,Debit,0.3770493276302945,Online
TX000120,2023-05-22 17:09:52,Fresno,Debit,-0.6227172703485628,Branch
TX000121,2023-08-16 16:17:12,Houston,Debit,-0.8360181694992846,ATM
TX000122,2023-11-17 16:02:02,Detroit,Credit,-0.8025464415085594,Online
TX000123,2023-05-22 17:29:35,Detroit,Debit,0.0694657310072331,Online
TX000124,2023-08-25 17:26:07,Portland,Debit,0.1166755991456356,Online
TX000125,2023-11-27 16:38:34,Washington,Debit,-1.002280499017186,ATM
TX000126,2023-08-04 17:46:44,Detroit,Credit,-0.2845397606285538,Online
TX000127,2023-09-04 16:48:35,Philadelphia,Debit,1.0319577741714443,Branch
TX000128,2023-08-09 17:34:26,Tucson,Debit,1.8626527471408556,Online
TX000129,2023-09-07 16:07:40,Mesa,Debit,-0.8888466286207773,Online
TX000130,2023-07-11 16:39:53,San Antonio,Debit,2.5320187875531275,Branch
TX000131,2023-07-03 17:14:07,Oklahoma City,Debit,-0.5922603960560809,Branch
TX000132,2023-09-25 17:13:36,San Antonio,Credit,0.0166372718857404,Branch
TX000133,2023-11-20 17:10:02,Louisville,Debit,-0.3068085663542154,Online
TX000134,2023-11-17 17:27:07,Los Angeles,Credit,-0.9997795408356884,Branch
TX000135,2023-08-21 16:46:05,Albuquerque,Debit,0.2868777942919232,ATM
TX000136,2023-10-16 16:59:36,Milwaukee,Debit,-0.9641837113757462,ATM
TX000137,2023-06-20 17:21:50,Oklahoma City,Debit,0.6457481634862393,Online
TX000138,2023-01-16 16:53:38,San Antonio,Debit,0.1329146974748104,Branch
TX000139,2023-11-22 16:07:19,Seattle,Debit,2.3976179800734805,Online
TX000140,2023-09-01 16:09:08,Chicago,Debit,-0.2159175792923996,Online
TX000141,2023-10-23 18:38:15,Chicago,Debit,-0.9989915677100112,Online
TX000142,2023-10-23 16:50:33,Detroit,Debit,2.577447151233477,ATM
TX000143,2023-07-03 17:42:08,Charlotte,Debit,-0.2413725372218867,ATM
TX000144,2023-10-24 16:41:00,Oklahoma City,Credit,-0.218761134485061,Online
TX000145,2023-09-25 16:54:22,Jacksonville,Credit,-0.6323442463622719,Branch
TX000146,2023-02-16 17:57:10,Los Angeles,Debit,-0.8624666587611474,ATM
TX000147,2023-08-30 17:23:20,Sacramento,Debit,2.315257658589649,Branch
TX000148,2023-04-13 18:37:48,New York,Debit,0.7446559206092934,Online
TX000149,2023-07-28 16:29:23,Memphis,Debit,0.4039431930066706,ATM
TX000150,2023-02-06 17:48:55,Philadelphia,Debit,-0.1090615715103402,Online
TX000151,2023-07-24 18:08:43,Virginia Beach,Debit,-0.7817850626320194,Online
TX000152,2023-11-20 16:29:48,Albuquerque,Credit,0.1210608408885352,Branch
TX000153,2023-10-09 16:52:47,San Antonio,Debit,-0.1017299954714301,Online
TX000154,2023-11-03 16:45:52,San Francisco,Debit,0.6798365660970597,Branch
TX000155,2023-02-15 16:41:11,Tucson,Debit,0.2695081258259072,ATM
TX000156,2023-09-04 17:59:51,Seattle,Credit,-0.7351233497114793,Online
TX000157,2023-07-27 16:22:52,New York,Credit,-0.7000414157682832,Online
TX000158,2023-04-17 16:08:34,Memphis,Credit,1.732774220208574,Branch
TX000159,2023-09-19 17:38:18,Charlotte,Debit,-0.8970346971875974,Branch
TX000160,2023-05-31 16:37:39,Washington,Debit,-0.9218044610947564,Online
TX000161,2023-10-09 17:20:09,Louisville,Credit,-0.5415217787026888,Online
TX000162,2023-01-09 16:12:01,Detroit,Debit,0.0341782388573385,Branch
TX000163,2023-05-26 18:15:08,Tucson,Credit,-0.8117623011088716,Branch
TX000164,2023-08-14 17:43:17,Nashville,Debit,-0.7630792658224637,Branch
TX000165,2023-11-24 18:51:32,Kansas City,Debit,-0.6153856943096526,Branch
TX000166,2023-01-31 18:31:22,Memphis,Debit,-0.2250306597893626,ATM
TX000167,2023-02-14 16:07:01,Baltimore,Debit,-0.587155700589737,Branch
TX000168,2023-05-02 17:03:29,Chicago,Credit,0.7149527597413723,Online
TX000169,2023-12-04 17:07:34,Houston,Debit,0.023146615097857,Branch
TX000170,2023-05-16 17:26:37,Detroit,Debit,-0.0539377124140485,ATM
TX000171,2023-03-20 16:58:12,Houston,Debit,1.645446242062864,Branch
TX000172,2023-08-25 18:01:38,Los Angeles,Debit,-0.6112402704745679,Branch
TX000173,2023-05-15 17:25:28,Chicago,Debit,-0.4124997442983171,Online
TX000174,2023-05-29 16:50:10,Denver,Debit,-0.1257803056551446,Branch
TX000175,2023-03-22 16:10:14,Chicago,Debit,-0.4389482335601798,Online
TX000176,2023-05-19 16:52:53,Portland,Debit,-0.7686635971044372,Branch
TX000177,2023-02-10 18:07:07,El Paso,Debit,3.648508187235568,ATM
TX000178,2023-05-22 16:22:36,Baltimore,Debit,1.6957737430028592,ATM
TX000179,2023-12-18 16:47:17,Phoenix,Debit,-0.2073869137144153,Online
TX000180,2023-11-21 16:57:43,Philadelphia,Credit,-0.9024819896651054,Online
TX000181,2023-07-19 17:03:58,Philadelphia,Debit,1.5165269867618414,Online
TX000182,2023-04-19 16:36:03,Albuquerque,Debit,0.5342670960534657,ATM
TX000183,2023-11-13 16:11:52,Jacksonville,Debit,0.0098538510646928,Branch
TX000184,2023-04-07 16:38:15,Virginia Beach,Credit,-0.6395045238956,Branch
TX000185,2023-01-03 16:46:36,Las Vegas,Debit,-0.328563476563131,ATM
TX000186,2023-01-30 16:15:49,Portland,Debit,0.3481341398880508,ATM
TX000187,2023-09-06 16:44:02,Jacksonville,Debit,2.5499023515358896,Online
TX000188,2023-03-02 16:11:53,Mesa,Debit,1.1400471311936944,ATM
TX000189,2023-10-23 17:24:07,Philadelphia,Credit,-0.9820672753585084,ATM
TX000190,2023-01-04 16:02:09,Los Angeles,Debit,-0.279880441276723,ATM
TX000191,2023-07-10 17:49:18,Washington,Debit,3.854066393933983,Branch
TX000192,2023-09-18 17:07:08,Louisville,Credit,-0.2440105342078496,Branch
TX000193,2023-09-11 16:27:39,Las Vegas,Credit,0.5046324545877774,Branch
TX000194,2023-01-27 17:35:05,Virginia Beach,Credit,-0.0583229541569481,Online
TX000195,2023-07-03 17:47:49,Jacksonville,Debit,0.6541760499608744,Branch
TX000196,2023-03-27 16:42:16,Los Angeles,Credit,-1.00824168701144,Branch
TX000197,2023-08-21 16:16:22,Colorado Springs,Debit,-0.3364432078199036,Branch
TX000198,2023-07-24 17:02:18,Tucson,Debit,-0.9497946369068572,Branch
TX000199,2023-10-24 17:09:41,Detroit,Debit,-0.6302201448930549,Online
TX000200,2023-07-31 16:25:26,Colorado Springs,Debit,0.6698327333710703,Branch
TX000201,2023-06-12 17:32:52,Los Angeles,Debit,0.0336300836394761,ATM
TX000202,2023-11-30 16:52:42,Atlanta,Debit,-0.9812450425317149,Online
TX000203,2023-11-15 18:57:38,Tucson,Debit,0.05559055205509,Branch
TX000204,2023-01-30 16:00:38,Seattle,Debit,-0.8448229126862,Branch
TX000205,2023-05-25 16:34:22,Memphis,Debit,-0.5365541220408105,Branch
TX000206,2023-08-24 16:47:21,Denver,Debit,-0.0327309574229954,ATM
TX000207,2023-05-04 16:21:31,Oklahoma City,Debit,1.723112984493748,ATM
TX000208,2023-02-06 17:46:59,Houston,Debit,0.6438981396259537,ATM
TX000209,2023-02-17 18:16:05,Kansas City,Debit,0.7658969353014627,ATM
TX000210,2023-08-07 17:30:33,Raleigh,Credit,0.0828955338448629,ATM
TX000211,2023-02-24 16:23:22,Portland,Debit,0.0251336777626083,ATM
TX000212,2023-07-31 16:04:55,El Paso,Debit,0.4607457774576659,ATM
TX000213,2023-12-07 16:20:08,Milwaukee,Debit,1.358761063120808,ATM
TX000214,2023-03-20 18:28:48,Louisville,Debit,-0.6191885211335733,ATM
TX000215,2023-03-03 18:02:52,Detroit,Credit,0.3056521105037119,Online
TX000216,2023-05-24 16:25:50,Atlanta,Debit,-0.7630107464202309,ATM
TX000217,2023-05-22 16:17:19,Philadelphia,Debit,-0.3488794793251576,Branch
TX000218,2023-08-21 16:03:18,Fort Worth,Debit,-0.5580692143419113,ATM
TX000219,2023-07-07 18:03:43,Las Vegas,Credit,2.030388243806762,Online
TX000220,2023-01-06 17:01:53,Omaha,Debit,0.2181528338524198,ATM
TX000221,2023-10-19 16:42:37,Charlotte,Debit,-0.5688267604924616,Branch
TX000222,2023-11-28 16:49:27,Milwaukee,Credit,0.6437953605226043,Online
TX000223,2023-07-10 17:15:27,Columbus,Debit,0.8574388566844903,ATM
TX000224,2023-06-26 18:25:21,Virginia Beach,Debit,0.547148743673233,Online
TX000225,2023-01-13 16:44:26,Chicago,Debit,0.7148157209369068,ATM
TX000226,2023-12-19 16:55:17,Indianapolis,Debit,0.6474954082431758,Branch
TX000227,2023-09-28 16:20:57,San Diego,Debit,-0.4587846005065768,Branch
TX000228,2023-01-09 16:54:58,Boston,Debit,0.9731681270556978,ATM
TX000229,2023-11-07 16:46:04,Mesa,Debit,-0.8413626828734434,ATM
TX000230,2023-11-29 18:10:30,Boston,Debit,1.1396360147802975,ATM
TX000231,2023-11-02 16:36:37,Oklahoma City,Debit,0.7747701978906111,ATM
TX000232,2023-02-20 18:41:43,Phoenix,Debit,1.3978171223935068,Branch
TX000233,2023-10-23 18:54:48,Denver,Credit,-0.2743988890980987,Branch
TX000234,2023-01-23 16:50:31,Fort Worth,Debit,-0.7061396425670027,ATM
TX000235,2023-11-13 18:26:24,San Jose,Debit,-1.0015610452937411,ATM
TX000236,2023-09-19 17:16:46,Milwaukee,Credit,-0.83444222324793,ATM
TX000237,2023-11-27 16:05:27,Memphis,Debit,1.5044675719688676,Branch
TX000238,2023-03-10 17:49:57,Virginia Beach,Debit,0.2443272455053514,Branch
TX000239,2023-01-17 16:03:41,Fort Worth,Credit,-0.906284816489026,Online
TX000240,2023-05-04 16:44:56,Louisville,Credit,-0.7917203759557762,Online
TX000241,2023-01-06 17:16:44,Las Vegas,Debit,-0.4128766010105975,Online
TX000242,2023-02-06 17:57:28,Portland,Debit,0.996773061124899,Branch
TX000243,2023-10-23 17:16:20,Nashville,Debit,-0.4251415740102696,ATM
TX000244,2023-07-31 16:13:12,Memphis,Credit,-0.7511911495350722,Online
TX000245,2024-01-01 16:08:49,Louisville,Debit,-0.8802474436405602,Branch
TX000246,2023-02-20 17:30:19,Atlanta,Credit,-0.6864745741261877,Branch
TX000247,2023-11-06 17:22:58,Philadelphia,Debit,-0.9028245866762696,Branch
TX000248,2023-10-19 16:14:15,Fresno,Debit,0.666235464753848,Online
TX000249,2023-09-12 16:43:27,Virginia Beach,Credit,1.8651537053223528,Online
TX000250,2023-01-09 16:09:48,Atlanta,Debit,-0.7675672866687124,ATM
TX000251,2023-09-04 18:13:25,Phoenix,Debit,1.5860056606259054,Online
TX000252,2023-01-30 16:09:08,Houston,Credit,-0.0839834702931336,Branch
TX000253,2023-12-22 16:27:49,San Francisco,Debit,0.2538514424157113,Branch
TX000254,2023-08-30 16:11:47,Seattle,Debit,-0.2693969727351039,ATM
TX000255,2023-12-25 16:58:19,Atlanta,Debit,-0.2405160446939766,Online
TX000256,2023-05-08 16:45:11,Kansas City,Credit,-0.2042007615105899,Branch
TX000257,2023-07-04 16:27:23,Washington,Debit,-0.3802613655477823,Online
TX000258,2023-02-13 17:18:15,San Jose,Debit,0.149222315206218,Online
TX000259,2023-09-06 16:28:38,Memphis,Debit,0.4693107027367664,ATM
TX000260,2023-05-26 18:12:50,Portland,Credit,0.0523701401501482,Branch
TX000261,2023-09-18 17:31:23,Boston,Debit,-0.762085734490088,ATM
TX000262,2023-08-14 18:13:38,Los Angeles,Debit,-0.9397222847786348,ATM
TX000263,2023-02-08 18:18:07,Seattle,Credit,-0.8572249244903377,Online
TX000264,2023-07-19 16:57:01,Sacramento,Debit,0.737324344570383,Branch
TX000265,2023-07-31 16:01:00,Louisville,Debit,0.6528399216173346,Branch
TX000266,2023-04-05 18:37:10,Fort Worth,Debit,-0.9756264515486248,ATM
TX000267,2023-04-17 16:50:45,Charlotte,Credit,-0.7903499879111201,Online
TX000268,2023-07-07 16:38:12,Las Vegas,Debit,0.8164642541492728,Online
TX000269,2023-07-03 18:01:00,Washington,Credit,-0.0920687597566045,Online
TX000270,2023-02-06 16:09:48,Denver,Debit,-0.6838708368413411,Branch
TX000271,2023-08-25 16:52:28,San Francisco,Debit,-0.3477831688894327,Online
TX000272,2023-06-01 16:51:11,San Jose,Debit,-0.159012215738055,ATM
TX000273,2023-03-28 18:30:25,El Paso,Debit,-0.8670231990096288,Online
TX000274,2023-05-23 16:03:54,Baltimore,Debit,-0.4067441145107614,Online
TX000275,2023-12-20 16:08:02,Kansas City,Credit,3.0103527345403385,ATM
TX000276,2023-10-31 16:48:01,New York,Debit,0.3052067343891986,Branch
TX000277,2023-04-24 18:33:29,Denver,Debit,-0.4469307439203016,Online
TX000278,2023-09-05 16:55:47,Fresno,Debit,0.163166013560594,Branch
TX000279,2023-12-25 17:19:08,Raleigh,Debit,-0.7631135255235801,ATM
TX000280,2023-10-16 16:15:54,Washington,Debit,1.2817795147122517,Branch
TX000281,2023-11-23 16:15:59,Seattle,Debit,-0.1457879711071237,ATM
TX000282,2023-02-09 17:50:23,Philadelphia,Debit,-0.8627407363700785,Online
TX000283,2023-01-09 16:54:30,San Antonio,Credit,0.1099606977268208,Online
TX000284,2023-07-10 16:37:11,Philadelphia,Credit,0.2207908308383829,Branch
TX000285,2023-10-09 17:48:55,San Diego,Debit,-0.978709824649101,Branch
TX000286,2023-12-19 16:46:08,San Diego,Debit,-0.8570878856858721,ATM
TX000287,2023-01-19 16:14:12,Miami,Debit,-0.8962467240619202,Branch
TX000288,2023-05-05 16:04:36,New York,Credit,-0.5015749672009635,Branch
TX000289,2023-07-10 16:40:15,San Francisco,Credit,-0.1883385198936956,Online
TX000290,2023-09-29 18:54:28,Virginia Beach,Debit,-0.8526341245407398,Branch
TX000291,2023-07-21 17:02:42,Boston,Debit,-0.8706547273279674,ATM
TX000292,2023-07-21 18:54:14,Omaha,Debit,2.530477101002889,Online
TX000293,2023-10-09 18:28:04,Las Vegas,Debit,0.5008638874649732,ATM
TX000294,2023-12-01 18:46:28,Dallas,Debit,0.2314113381844676,Online
TX000295,2023-05-05 16:31:53,Los Angeles,Debit,1.575316633877588,ATM
TX000296,2023-08-21 18:09:24,Fort Worth,Debit,-0.949177962286762,Branch
TX000297,2023-10-02 16:03:09,Phoenix,Debit,0.609021763889456,ATM
TX000298,2023-06-26 16:40:21,San Francisco,Debit,-0.9005291867014704,ATM
TX000299,2023-03-06 16:46:57,Oklahoma City,Debit,1.3427960424005645,Branch
TX000300,2023-10-16 16:09:47,Washington,Debit,-0.2960510202036649,ATM
TX000301,2023-11-21 16:23:41,Fort Worth,Credit,-0.2954343455835697,Branch
TX000302,2023-07-31 16:35:59,Houston,Credit,1.5307790224262647,Online
TX000303,2023-06-29 16:16:37,Phoenix,Debit,-0.8090900444217922,Online
TX000304,2023-09-25 16:11:18,Mesa,Debit,-0.4459029528868095,Branch
TX000305,2023-04-07 17:23:05,Nashville,Debit,0.2188037681736314,Online
TX000306,2023-06-16 17:21:15,Virginia Beach,Debit,0.2783813884150555,Branch
TX000307,2023-06-16 16:41:23,Columbus,Debit,-0.1935117347622723,Branch
TX000308,2023-09-11 17:31:10,Fort Worth,Credit,-0.5675591515511547,Branch
TX000309,2023-07-19 17:42:38,Oklahoma City,Debit,-0.9500687145157884,Online
TX000310,2023-04-27 17:30:16,San Diego,Debit,0.4052450616490938,Branch
TX000311,2023-02-09 17:53:59,Omaha,Debit,-0.8482831424989566,ATM
TX000312,2023-09-27 16:55:35,Denver,Debit,3.165788998505457,Online
TX000313,2023-06-16 18:58:50,Dallas,Debit,-0.6746892369421453,Branch
TX000314,2023-12-08 16:47:48,Louisville,Debit,0.6438981396259537,Online
TX000315,2023-02-10 17:06:40,Los Angeles,Debit,0.080702912973413,Branch
TX000316,2023-06-26 18:57:37,San Jose,Debit,1.417345152029856,Branch
TX000317,2023-10-12 16:02:13,Houston,Debit,-0.9776477739144924,ATM
TX000318,2023-10-30 17:17:51,Colorado Springs,Debit,0.1827625625991761,ATM
TX000319,2023-04-18 17:43:50,Columbus,Debit,0.0145816898187564,Online
TX000320,2023-03-09 17:37:08,Louisville,Debit,-0.919029425304328,Online
TX000321,2023-04-24 17:01:08,Raleigh,Debit,-0.2257158538116906,Branch
TX000322,2023-08-11 18:20:48,Oklahoma City,Debit,-0.4048255712482428,ATM
TX000323,2023-01-30 17:11:53,Jacksonville,Debit,-0.8937800255815392,Branch
TX000324,2023-04-11 17:18:50,Los Angeles,Credit,-0.5463523965601016,Branch
TX000325,2023-04-17 16:56:06,Louisville,Debit,-0.2204741195408811,ATM
TX000326,2023-11-23 16:09:39,Tucson,Debit,1.0673480454246882,ATM
TX000327,2023-12-25 17:46:24,Los Angeles,Debit,0.4763682011667454,Branch
TX000328,2023-05-31 16:54:20,Los Angeles,Debit,1.962519775895169,Branch
TX000329,2023-11-06 17:23:08,Chicago,Debit,0.1946164191854513,ATM
TX000330,2023-02-20 17:28:15,Kansas City,Debit,-0.942017684753434,Online
TX000331,2023-06-19 16:36:25,Mesa,Debit,-0.3953698937401158,Branch
TX000332,2023-10-30 16:58:01,Philadelphia,Debit,-0.5851001185227528,Branch
TX000333,2023-09-08 16:48:51,Virginia Beach,Debit,-0.0322855813084822,Online
TX000334,2023-10-02 17:44:05,Atlanta,Debit,-0.6126449182203405,Branch
TX000335,2023-04-14 17:59:43,Indianapolis,Debit,1.2135684497894943,ATM
TX000336,2023-10-17 16:58:59,Detroit,Debit,-0.7912064804390301,ATM
TX000337,2023-01-16 16:31:48,Denver,Debit,-0.6819865532799391,Branch
TX000338,2023-06-02 16:48:43,Washington,Debit,-0.5435088413674403,Online
TX000339,2023-11-10 16:10:34,Nashville,Debit,-0.9034412612963648,Branch
TX000340,2023-09-18 16:04:52,Atlanta,Debit,-0.9383176370328624,Branch
TX000341,2023-03-01 16:31:58,San Antonio,Debit,5.249977915921802,Online
TX000342,2023-12-21 17:01:24,San Diego,Debit,-0.9302666072705078,ATM
